id,target
2981,0.02099
2982,0.04538
2983,0.02714
2984,0.02937
2985,0.05680
2986,0.06386
2988,0.04501
2989,0.05564
2990,0.03277
2991,0.02964
2993,0.04229
2995,0.01998
2998,0.02346
2999,0.04327
3000,0.10204
3001,0.05371
3003,0.04836
3005,0.04810
3007,0.02796
3008,0.04443
3009,0.03519
3011,0.02465
3012,0.02713
3013,0.02247
3014,0.02962
3015,0.02505
3016,0.03218
3017,0.02933
3018,0.04957
3022,0.04477
3023,0.03501
3024,0.07365
3026,0.01983
3029,0.05168
3031,0.02694
3032,0.03134
3033,0.02432
3034,0.01623
3035,0.06144
3036,0.02350
3037,0.03107
3039,0.02410
3040,0.03615
3041,0.04123
3042,0.07033
3045,0.03426
3050,0.02363
3053,0.02710
3055,0.03848
3060,0.03580
3061,0.03418
3062,0.03037
3064,0.05293
3065,0.03912
3067,0.03870
3068,0.02402
3072,0.02518
3073,0.06615
3076,0.04812
3077,0.04186
3079,0.03296
3080,0.06245
3082,0.03431
3085,0.01579
3086,0.02258
3087,0.07360
3090,0.05764
3092,0.02692
3094,0.03016
3095,0.02234
3101,0.05548
3102,0.02029
3103,0.05836
3104,0.03629
3105,0.03790
3107,0.10749
3108,0.03910
3114,0.03695
3115,0.03300
3116,0.02598
3118,0.02429
3120,0.04305
3121,0.04709
3123,0.05715
3125,0.02206
3128,0.02216
3129,0.05375
3130,0.02504
3133,0.02738
3134,0.02520
3136,0.05355
3137,0.05912
3138,0.01573
3139,0.04190
3140,0.05625
3143,0.03632
3144,0.02268
3146,0.02142
3148,0.03952
3149,0.02688
3150,0.02764
3151,0.03910
3153,0.02580
3155,0.09567
3157,0.02082
3160,0.03896
3161,0.05484
3162,0.04546
3163,0.03935
3164,0.01986
3165,0.04257
3166,0.04122
3168,0.03857
3169,0.08138
3170,0.03122
3171,0.02164
3176,0.02873
3179,0.02917
3180,0.02581
3182,0.03731
3183,0.04650
3184,0.03445
3185,0.02542
3186,0.02747
3188,0.01918
3189,0.03415
3191,0.04975
3193,0.02119
3194,0.02671
3195,0.03264
3196,0.02120
3197,0.01829
3199,0.02588
3201,0.03468
3202,0.03487
3203,0.02571
3205,0.03508
3206,0.02935
3207,0.02784
3208,0.02593
3209,0.04093
3210,0.03376
3211,0.05327
3212,0.02419
3213,0.04287
3215,0.02310
3216,0.03646
3217,0.02054
3218,0.03211
3219,0.05493
3221,0.04883
3222,0.03608
3226,0.02550
3227,0.04469
3229,0.03074
3231,0.02204
3234,0.09037
3240,0.03360
3242,0.03798
3244,0.01590
3246,0.03667
3247,0.04785
3248,0.02974
3249,0.02740
3250,0.03981
3251,0.01816
3252,0.01713
3253,0.02920
3255,0.02786
3257,0.02158
3258,0.03307
3259,0.01821
3265,0.04144
